aid	bvid	created	title	length	description	play	comment	review	coin	danmaku	favorite	like	reply	share
87471424	BV16741187QX	1581134432	骁话一下：台湾往事（下）鸡飞狗跳的蓝绿之争	16:29	蒋家王朝垮台之后，选票政治变成了台湾岛内的主要游戏规则。民进党国民党轮番执政。两方为了选票不惜用各种手段互撕，也撕裂了社会，加剧了对抗。本期《骁话一下》就聊聊蓝绿茶壶里的风暴。	848944	2775	9309	18650	9314	8900	47549	2775	3379
53472979	BV114411L7SF	1558751417	骁话一下：统治芝加哥43年的超强政治家族，如何从辉煌走向边缘	07:57	本周，芝加哥新任市长上任，结束了戴利家族长达43年的统治。“戴利家族”是芝加哥乃至美国历史都绕不开的权力集团，父子相继把持市长大位，大兴土木造就芝加哥的辉煌，但也埋下了芝加哥财政崩溃，治安塌陷，种族冲突的种子。本期视频我们就来聊聊这个超强的政治家族。	407769	749	1631	2709	1631	2580	11981	749	398
60877349	BV1mt411A7g4	1564194630	骁话一下：1美元的房子别买了，美国治安好不好就看钱	08:25	时隔两年，章莹颖案终于有了定论，凶手克里斯滕森被判终身监禁，我们很遗憾也很无奈。美国的治安问题一直很迷，有些人觉得特别好，有些人觉得特别差，其实他们说的都没错。本期《骁话一下》就聊聊，美国治安背后的财政逻辑。	607517	2090	4849	6973	4854	4771	28066	2090	1667
81992333	BV1LJ411775d	1578107864	骁话一下：2020年世界即将发生哪些大事儿？	09:57	2020年到了，今年世界依旧非常热闹。美国要选总统，东京要开奥运会，英国（又）要脱欧。真是热热闹闹。反观我国，台湾省要换领导人，5G要继续铺设，北斗系统要全面建成，经济要继续发展。那么明年都有哪些新闻值得关注，今天我们就聊聊2020年即将发生的那些事儿。	778929	2993	10556	17809	10563	7077	46093	2993	1976
41672028	BV1ot411b7za	1548468605	骁话一下：美国在国际金融机构中的霸权行为	08:58	世界银行行长金墉宣布将于2月1日辞职，许多媒体和高层都批评美国垄断世界银行行长的行为，呼吁推举非美国公民出任行长。其实美国在二战以后通过制度设计控制了世界金融体系，而世界银行和国际货币基金组织就是在前台执行美国利益的白手套。本期《骁话一下》，我们就来聊聊美国在国际金融机构中的霸权行为。	358630	1070	1975	4591	1975	4641	13264	1070	1225
46412001	BV1qb411J7Qh	1552708908	骁话一下：看美国如何用“法律武器”，拆分吞并别国大企业	07:19	美国是一个司法体系庞杂的国家，政府将法律武器玩得炉火纯青，在他们面前，哪怕是超级跨国企业也疲于招架。法国大型企业阿尔斯通曾经是电力设备领域的佼佼者，本期《骁话一下》我们就来聊聊美国是如何运用经济绑架和司法工具将这家前世界五百强公司拆分吞并的。	336617	2684	1784	4744	1786	5314	12425	2684	1914
83017733	BV1HJ411p7qv	1578750931	骁话一下：台湾往事（上）蒋家天下是怎么完的	17:04	今日台湾地区举行了领导人选举，曾经吸引人的节目如今不再热闹，不管是民进党还是国民党，我们都已经看清楚了他们的真实面目。今日的两岸关系与台湾政局都是历史的遗留问题。国民党反动派从大陆败退台湾之后，是如何一步步分裂瓦解至今，而民进党又是如何从街头组织转型成为政治力量，这其中的历史逻辑在哪里？本期骁话一下，我们就聊聊威权时代的台湾	1109442	3003	0	19222	0	11847	54828	3003	5849
64870579	BV1r4411971j	1566479584	编辑部的日常：养宠物是一种什么体验	06:49	相信很多网友都在风闻社区体验过云吸猫的乐趣，但我们今天要告诉大家，其实编辑部还隐藏着许多养宠物的小编。比如王骁就捡到了一只叫做“六一”的小野猫，番号君更是接连捡到了三只猫。他们有的人天生就喜欢宠物，有的是为了让宠物来陪伴父母，撸猫撸狗一时爽，熟不知养宠物也有很多不为人知的体验。本期编辑部的日常，让这些家有猫狗的年轻人告诉你，养宠物到底是一种什么体验。	62308	418	657	450	657	246	6060	418	148
51224581	BV1d4411x7Z5	1556950970	骁话一下：啥都管不了却谁都需要，解密日本天皇“万世一系”的原因	08:02	德仁天皇登基，宣告日本进入令和时代。日本宣称天皇一族“万世一系”，从未断绝。其实这个概念是一场有组织的造神运动，目的是为了权力斗争。古代日本的权力结构主要分为公卿、武士和宗教人士，他们在塑造天皇“万世一系”的神话中与天皇相互扶持，相互利用。本期《骁话一下》，我们就来聊聊日本天皇的神话与实话。	719488	1700	3684	3604	3685	4118	18387	1700	587
71704209	BV1JE411k7Ew	1571455817	骁话一下：3000万人被当枪使，库尔德人的心酸史	09:13	美军刚刚撤兵，土耳其就对叙利亚库尔德人发起军事打击。难得而又短暂的和平再一次被打破。自从一战以来，帝国主义以民族自决为借口，通过在中东大量人造民族政权控制当地，但是作为一个拥有3000万人口和辽阔传统聚居区的民族，库尔德人一直没能建立属于自己的国家，那么今日的局面是如何造成的呢？今天《骁话一下》就聊聊库尔德人的历史。	730644	1758	3545	7173	3545	5330	28733	1758	1312
837717439	BV1vg4y1874S	1586148911	骁话一下：谁怼我我就怼华为，特朗普胸前的红领巾更鲜艳了【双语字幕版】	09:13	骁话一下第82期，做了一点新的小尝试。 3月31日，华为公布了2019年年报，虽然增幅达到19.1%，但仍低于预期，原因不外乎是美国制裁。在财报发布前，美国又传出将制裁华为的全球芯片供应。特朗普宣扬美国第一，企图通过打压华为来维持美国在科技领域的霸权。但是在全球化时代，华为作为一家跨国企业，其发展本身就和美国高度连接，打击华为首先伤害的就是美国的企业、经济和科技霸权，这种杀敌八百，自伤一千的行为令人捧腹。本期《骁话一下》就聊聊，为什么美国打击华为是一种自残。	1746861	11788	15067	68554	15070	27081	161317	11791	7646
795271590	BV1fC4y1s7nD	1587469720	骁话番外：美国主播泼中国脏水，几个菜呀喝成这样？	05:05	作为特朗普“御用”媒体，福克斯一直讲政治，明大局。最近特朗普为了连任，坚定催促各地解除疫情封锁，恢复就业，抨击民主党。福克斯主播珍妮就更进一步，直接把锅暴扣中国头上。但一顿操作猛如虎，定睛一看二百五，黑的水平过于一般，这次番外就大家当个乐子看吧。#骁话一下#	2038923	16808	42406	134339	42425	35312	261284	16812	13872
75835306	BV1hJ411U73X	1573871720	骁话一下：这40年不懈努力地铺路，才给了你剁手的自由	09:46	双十一过去了，各位可以疯狂剁手，而且快速拿到快递，就不得不说到中国强大的公路路网系统。要知道，这个系统不单单给大家提供了剁手的便利和自由，更是打破地区藩篱，让中国工人参与到了全球分工体系，奠定了中国的产业大国地位，本期《骁话一下》我们就聊聊越来越快的中国。	553396	1952	6021	16314	6022	5850	36483	1952	1406
285371031	BV1jf4y1S7wr	1587041588	骁话一下：中泰饭圈对线，怎么把军阀给带出来了？！	15:19	中泰粉丝推特混战，奇妙的是当中国网友抨击泰国政府时，却意外和泰国网友达成共识。泰国作为东南亚大国，军方、党派、教父在这场权力的游戏中相互制衡。本期#骁话一下#，咱们就聊聊泰国的军阀和乡贤。	1837355	7624	43163	64442	43184	22033	179743	7624	8308
54911222	BV1A4411T7Pe	1559961606	骁话一下：三年换了两个首相，英国脱欧如何走到今天	09:03	6月7日特蕾莎·梅正式卸任首相，至此英国脱欧已经脱掉两届政府。从2016年英国举行脱欧公投到今天过了3年，议会也吵了3年，但一个脱欧方案都没能拿出来。英国为什么要脱欧？要怎么脱？脱了最大的危机是什么？本期《骁话一下》，咱们就顺顺英国脱欧时间表。	672206	1774	3494	4660	3494	4619	19557	1774	1284
93717457	BV13E411x7oF	1583333356	骁话一下：给《外国人永久居留管理条例》提意见	16:34	《骁话一下》第74期，聊聊大家关注的《外国人永久居留管理条例》。	3643718	4681	136167	682939	136168	201540	636846	4681	139820
73378726	BV1aE41117fo	1572057048	骁话一下：智利吹喜欢说美国模式好，其实还要靠中国买买买	13:32	本月初，智利首都圣地亚哥新的公交系统开始启用，高峰期的票价涨了30比索，结果就引发民众不满，爆发抗议活动。其实在很多人的印象中智利一直是一个经济繁荣的国家，是南美的模范生，甚至一度以富有国家的样子出现在中国语文课文中，那么为什么3毛钱就能酿成这么大的社会动乱？本期《骁话一下》我们就讲讲伪发达国家智利，徒有其表的模范生。	788707	2656	10413	24487	10414	8521	46784	2656	2162
925293239	BV1yT4y1G7zn	1587385969	骁话番外：明知是被特朗普当枪使，为什么底层白人还上街抗议求复工？	06:22	刚刚过去的周末，推特大V特朗普大笔一挥，号召解放各州，踊跃复工，各地群众纷纷响应，冲击地方政府。特朗普想复工是权力太香，为了恢复经济冲2020大选，但底层群众冒着危险是为什么呢？这国怎，定体问，今天我们就来唠一唠底层白人的悲歌。#骁话一下##王骁#	1514946	5969	28432	33483	28446	11182	130586	5969	4257
75042201	BV15E411v79E	1573269137	骁话一下：中国如何拱卫世界贸易	12:39	第二届上海进博会开始了，各国商家云集于此，希望在繁荣的中国土地上找到新的商机。贸易曾经被帝国主义作为操纵国际政治的工具，导致生灵涂炭。那么我们的世界贸易秩序是如何一步步走到今天的呢？中国在当今世界贸易中都扮演了一个怎样的角色？本期《骁话一下》我们就讲讲现代贸易世界，与举足轻重的中国。	537899	1293	4445	10466	4445	5152	27730	1293	1079
70052130	BV1SE411S7LX	1570242625	骁话一下：从一无所有到独步全球，70年电力发展让中国越来越亮堂！	11:53	1879年，中国的第一盏电灯是英国人为了欢迎美国人而点亮，建国不到一年国民党轰炸上海瘫痪新中国经济中心，中国的一穷二白展现的淋漓尽致。经过了70年三个阶段的发展，今天中国在电力生产、运输和技术方面都已经独步世界。那么本期骁话一下，我们就讲讲中国越来越亮堂的历史。	625453	352	3449	11721	3449	5167	35134	352	1572
967909400	BV1op4y1X7N2	1587905449	骁遣一下：教人注射消毒剂？老科学家特朗普又上线了	07:03	在中国全民抗疫，在英国群体免疫，在美国新冠只是穷人急，眼看确诊人数超过了九十万，但加州富人区已经开始阳光沙滩多人活动，好不痛快。那穷人呢？老科学家特朗普打开一记锦囊——建议注射消毒剂。总统敢说就有人敢信，连注射洗碗液的都有…	1623424	5855	37155	39418	37201	12124	147102	5855	5342
89095955	BV1o7411g7Jh	1581732171	骁话一下：《寄生虫》背后的韩国，一个财阀控制了GDP95%的社会	15:13	韩国电影《寄生虫》成为奥斯卡四冠王，而这个揭示阶层固化的影片的制片人李美敬，本身就来自权贵阶层，她爷爷就是韩国第一财阀三星集团创始人。韩国从六十年代开始经济发展，只用不到50年就步入发达国家行列。财阀对韩国经济功不可没，但垄断也导致韩国社会的极度高压与不健康。韩国是如何变成《寄生虫》所描绘的世界？本期#骁话一下#，就聊聊财阀的韩国。	2421400	10451	20487	44445	20487	34178	127630	10451	22626
52741809	BV1s441177xs	1558146614	骁话一下：1890-1900，美国如何转型并崛起	08:27	那是美国历史上并不热闹的10年，失业工人高达300万人，600多家银行破产，产能过剩、经济衰退、失业率上升，但这10年却奠定了美国从一个区域强国向世界帝国挺近的基调。面对这般危机，美国重新制定国内政策和国际战略，最大化激发潜在力量。本期《骁话一下》我们就聊聊，美国如何化危机为机遇登上世界之巅。	259936	760	1661	3203	1661	3061	10021	760	700
